author_id,name,gender,seniority,nbpub,pubrate
1806,Jeffrey F. Naughton,m,28,186,6.64
1807,Jeffrey Jestes,m,5,11,2.2
1808,Jeffrey McGee,m,3,3,1
1809,Jeffrey Nichols,m,13,66,5.08
1810,Jeffrey Pound,m,11,14,1.27
1811,Jeffrey Scott Vitter,m,34,270,7.94
1812,Jeffrey T. Kreulen,m,24,16,0.67
1813,Jeffrey Xu Yu,m,28,352,12.57
1814,Jen-Wei Huang,w,10,17,1.7
1815,Jennifer Chu-Carroll,w,21,55,2.62
1816,Jennifer G. Dy,w,15,58,3.87
1817,Jennifer Neville,w,12,65,5.42
1818,Jennifer T. Chayes,w,15,64,4.27
1819,Jennifer Widom,w,28,202,7.21
1820,Jens Bleiholder,m,10,16,1.6
1821,Jens Dittrich,m,14,51,3.64
1822,Jens Graupmann,m,12,11,0.92
1823,Jens Lehmann,m,13,78,6
1824,Jens Teubner,m,11,53,4.82
1825,Jens-Peter Dittrich,m,14,51,3.64
1826,Jeong-Hyon Hwang,m,13,28,2.15
1827,Jeonghee Yi,u,15,16,1.07
1828,Jeremy J. Carroll,m,27,17,0.63
1829,Jeremy Kubica,m,13,13,1
1830,Jeremy Pickens,m,14,30,2.14
1831,Jerome Kunegis,m,7,43,6.14
1832,Jerome Simeon,m,17,57,3.35
1833,Jerry Kiernan,m,27,39,1.44
1834,Jesin Zakaria,u,2,6,3
1835,Jessica Lin,w,12,36,3
1836,Jesus Camacho-Rodriguez,m,4,5,1.25
1837,Jeyashankher Ramamirtham,u,12,9,0.75
1838,Ji Zhang,m,24,135,5.63
1839,Ji-Rong Wen,m,14,102,7.29
1840,Jia Li,m,17,197,11.59
1841,Jia Wang,m,17,242,14.24
1842,Jia-Yu Pan,m,13,21,1.62
1843,Jiafeng Guo,u,8,40,5
1844,Jiaheng Lu,u,15,61,4.07
1845,Jiahui Liu,u,7,12,1.71
1846,Jiajun Bu,u,13,255,19.62
1847,Jialie Shen,u,11,78,7.09
1848,Jialu Liu,u,4,11,2.75
1849,Jian Chen,m,22,325,14.77
1850,Jian Guo,m,10,9,0.9
1851,Jian Hu,m,19,58,3.05
1852,Jian Huang,m,8,17,2.13
1853,Jian Li,m,23,568,24.7
1854,Jian Liu,m,31,286,9.23
1855,Jian Pei,m,14,264,18.86
1856,Jian Wang,m,27,484,17.93
1857,Jian Wu,m,28,249,8.89
1858,Jian Xu,m,26,186,7.15
1859,Jian Yin,m,16,109,6.81
1860,Jian Zhang,m,12,23,1.92
1861,Jian-Tao Sun,m,10,53,5.3
1862,Jian-Yun Nie,m,26,129,4.96
1863,Jianchang Mao,u,22,38,1.73
1864,Jiancong Tong,u,4,5,1.25
1865,Jianfeng Gao,u,14,84,6
1866,Jiang Bian,m,7,41,5.86
1867,Jiang Li,m,13,182,14
1868,Jiang Yang,m,6,21,3.5
1869,Jiang-Ming Yang,m,9,21,2.33
1870,Jiangtao Ren,u,9,20,2.22
1871,Jianguo Xiao,u,11,66,6
1872,Jianhan Zhu,u,14,37,2.64
1873,Jianhua Feng,u,14,114,8.14
1874,Jianhui Chen,u,7,36,5.14
1875,Jianjun Chen,u,14,10,0.71
1876,Jianliang Xu,u,19,124,6.53
1877,Jianlin Feng,u,16,18,1.13
1878,Jianlong Tan,u,9,23,2.56
1879,Jianmin Wang,u,14,146,10.43
1880,Jiannan Wang,u,5,23,4.6
1881,Jianneng Cao,u,6,14,2.33
1882,Jianping Fan,u,18,159,8.83
1883,Jianping Zhang,u,26,65,2.5
1884,Jianqiang Wang,u,15,39,2.6
1885,Jianshu Weng,u,10,17,1.7
1886,Jianwen Su,m,28,144,5.14
1887,Jianwen Zhang,m,8,32,4
1888,Jianwu Yang,u,12,37,3.08
1889,Jianxin Li,u,23,91,3.96
1890,Jianying Hu,u,22,80,3.64
1891,Jianyong Wang,u,17,112,6.59
1892,Jianzhong Li,u,28,268,9.57
1893,Jiashu Zhao,u,7,10,1.43
1894,Jiawei Han,m,28,665,23.75
1895,Jiayu Zhou,u,7,16,2.29
1896,Jidong Chen,u,12,16,1.33
1897,Jie Cao,m,8,60,7.5
1898,Jie Liu,m,23,365,15.87
1899,Jie Lu,m,21,247,11.76
1900,Jie Peng,m,8,29,3.63
1901,Jie Shao,m,10,50,5
1902,Jie Tang,m,11,212,19.27
1903,Jie Yang,m,8,7,0.88
1904,Jie Yin,m,12,48,4
1905,Jie Zhang,m,10,85,8.5
1906,Jie Zhou,m,19,256,13.47
1907,Jiebo Luo,u,20,208,10.4
1908,Jiefeng Cheng,u,11,22,2
1909,Jieping Ye,u,14,181,12.93
1910,Jiepu Jiang,u,7,20,2.86
1911,Jiewen Huang,u,6,9,1.5
1912,Jiexing Li,u,6,10,1.67
1913,Jignashu Parikh,u,13,5,0.38
1914,Jignesh M. Patel,u,20,109,5.45
1915,Jihad Boulos,m,19,13,0.68
1916,Jihong Guan,u,14,100,7.14
1917,Jilei Tian,u,17,55,3.24
1918,Jiliang Tang,u,3,28,9.33
1919,Jilin Chen,u,8,24,3
1920,Jill Freyne,w,11,63,5.73
1921,Jilles Vreeken,u,8,42,5.25
1922,Jim Gray,m,48,168,3.5
1923,Jimeng Sun,u,12,103,8.58
1924,Jiming Liu,u,21,254,12.1
1925,Jimmy J. Lin,m,15,89,5.93
1926,Jimmy Lin,m,12,52,4.33
1927,Jimmy Xiangji Huang,m,18,138,7.67
1928,Jin Chen,m,18,138,7.67
1929,Jin Huang,m,22,118,5.36
1930,Jin Shieh,m,8,6,0.75
1931,Jin Zhang,m,15,231,15.4
1932,Jin-yi Cai,m,28,214,7.64
1933,Jinbo Bi,u,12,48,4
1934,Jinchuan Chen,u,7,22,3.14
1935,Jing Bai,w,17,92,5.41
1936,Jing Dai,w,11,32,2.91
1937,Jing Gao,w,11,134,12.18
1938,Jing Guo,w,17,75,4.41
1939,Jing He,w,12,158,13.17
1940,Jing Jiang,w,12,134,11.17
1941,Jing Li,w,20,656,32.8
1942,Jing Liu,w,14,509,36.36
1943,Jing Peng,w,28,134,4.79
1944,Jing Yuan,w,27,112,4.15
1945,Jing Zhang,w,7,21,3
1946,Jing Zhang,w,13,357,27.46
1947,Jingdong Wang,u,11,90,8.18
1948,Jinghai Rao,u,16,28,1.75
1949,Jingjing Liu,u,9,69,7.67
1950,Jingren Zhou,u,12,37,3.08
1951,Jingrui He,u,10,44,4.4
1952,Jingxuan Li,u,4,15,3.75
1953,Jingyu Zhou,u,12,30,2.5
1954,Jinha Kim,u,7,17,2.43
1955,Jinlin Chen,u,14,24,1.71
1956,Jinoh Oh,u,5,12,2.4
1957,Jinpeng Huai,u,22,94,4.27
1958,Jinru He,u,6,7,1.17
1959,Jinsoo Lee,u,7,12,1.71
1960,Jinwen Guo,u,6,3,0.5
1961,Jinwen Ma,u,17,89,5.24
1962,Jinxi Xu,u,18,29,1.61
1963,Jinyan Li,u,16,108,6.75
1964,Jinyoung Kim,u,18,29,1.61
1965,Jinze Liu,u,11,24,2.18
1966,Jiong Yang,m,18,94,5.22
1967,Jiri Schindler,m,14,23,1.64
1968,Jitendra Ajmera,m,12,27,2.25
1969,Jiun-Long Huang,u,15,53,3.53
1970,Jiuyong Li,u,15,96,6.4
1971,Jiwoon Ha,u,3,7,2.33
1972,Jiwoon Jeon,u,11,10,0.91
1973,Jiyin He,u,6,34,5.67
1974,Jiying Wang,u,12,13,1.08
1975,Joachim Hammer,m,22,52,2.36
1976,Joan-Isaac Biel,w,7,15,2.14
1977,Joao Gama,m,20,165,8.25
1978,Joao M. B. Cavalcanti,m,19,19,1
1979,Joao Magalhaes,m,10,28,2.8
1980,Joao Paulo Pesce,m,2,5,2.5
1981,Joao Pereira,m,26,23,0.88
1982,Jochen L. Leidner,m,12,24,2
1983,Jochen Van den Bercken,m,18,7,0.39
1984,Joe Carthy,m,14,41,2.93
1985,Joel L. Wolf,m,26,73,2.81
1986,Joemon M. Jose,u,17,204,12
1987,Johan Bollen,m,16,83,5.19
1988,Johan Ugander,m,3,14,4.67
1989,Johann Christoph Freytag,m,28,82,2.93
1990,Johann Gamper,m,21,61,2.9
1991,Johannes Afalg,m,9,17,1.89
1992,Johannes Gehrke,m,19,200,10.53
1993,Johannes Leveling,m,11,67,6.09
1994,John A. Tomlin,m,22,15,0.68
1995,John C. Shafer,m,20,14,0.7
1996,John Cieslewicz,m,9,13,1.44
1997,John D. Lafferty,m,24,96,4
1998,John Dunnion,m,12,39,3.25
1999,John E. Hopcroft,m,48,119,2.48
2000,John F. Canny,m,31,168,5.42
2001,John G. Breslin,m,11,79,7.18
2002,John Guiver,m,6,11,1.83
2003,John Jannotti,m,17,20,1.18
2004,John Langford,m,16,120,7.5
2005,John M. Prager,m,31,37,1.19
2006,John McPherson,m,28,16,0.57
2007,John Mylopoulos,m,43,426,9.91
2008,John O'Donovan,m,10,30,3
2009,John Pearson,m,26,17,0.65
2010,John R. Kender,m,35,100,2.86
2011,John R. Smith,m,20,187,9.35
2012,John Riedl,m,28,144,5.14
2013,John S. Whissell,m,5,6,1.2
2014,John Shepherd,m,33,63,1.91
2015,John Tait,m,32,66,2.06
2016,John Yen,m,28,164,5.86
2017,Jon Crowcroft,m,26,276,10.62
2018,Jon M. Kleinberg,m,22,210,9.55
2019,Jonathan Chang,m,18,23,1.28
2020,Jonathan Gemmell,m,6,12,2
2021,Jonathan Goldstein,m,17,30,1.76
2022,Jonathan J. H. Zhu,m,12,17,1.42
2023,Jonathan L. Elsas,m,10,14,1.4
2024,Jonathan L. Herlocker,m,19,29,1.53
2025,Jonathan Mamou,m,11,15,1.36
2026,Jonathan Schler,m,16,22,1.38
2027,Jong Wook Kim,m,11,17,1.55
2028,Jong-Hyeok Lee,m,20,114,5.7
2029,Jongwuk Lee,u,7,22,3.14
2030,Joo-Hwee Lim,m,22,126,5.73
2031,Joon Ho Lee,w,25,22,0.88
2032,Joos-Hendrik Boese,m,10,17,1.7
2033,Jorg Sander,u,18,71,3.94
2034,Jorge-Arnulfo Quiane-Ruiz,m,11,32,2.91
2035,Jose A. Blakeley,m,28,41,1.46
2036,Jose Carlos Cortizo,m,10,15,1.5
2037,Jose Luis Ambite,m,18,58,3.22
2038,Jose San Pedro,m,10,12,1.2
2039,Josep Aguilar-Saborit,m,11,19,1.73
2040,Josep-Lluis Larriba-Pey,m,21,88,4.19
2041,Joseph A. Konstan,m,23,108,4.7
2042,Joseph L. Hellerstein,m,29,114,3.93
2043,Joseph M. Hellerstein,m,22,187,8.5
2044,Joseph Y. Halpern,m,34,462,13.59
2045,Josh Attenberg,m,6,12,2
2046,Joshua Spiegel,m,8,9,1.13
2047,Josiane Xavier Parreira,w,9,33,3.67
2048,Jost Enderle,m,13,9,0.69
2049,Jouni K. Seppanen,m,13,14,1.08
2050,Joyce Jiyoung Whang,w,2,5,2.5
2051,Joyce Y. Chai,w,19,70,3.68
2052,Joydeep Ghosh,u,27,196,7.26
2053,Joydeep Sen Sarma,u,16,6,0.38
2054,Ju Fan,m,6,14,2.33
2055,Juan F. Huete,m,21,73,3.48
2056,Juan M. Fernandez-Luna,m,16,71,4.44
2057,Juan-Zi Li,m,11,110,10
2058,Juanzi Li,u,11,110,10
2059,Jude W. Shavlik,m,29,137,4.72
2060,Jue Wang,m,24,219,9.13
2061,Julia Stoyanovich,w,10,31,3.1
2062,Julian Eberius,m,3,13,4.33
2063,Julian J. McAuley,m,8,39,4.88
2064,Julian Urbano,m,4,25,6.25
2065,Juliana Freire,w,20,130,6.5
2066,Julie Letchner,w,9,10,1.11
2067,Julien Blanchard,m,12,24,2
2068,Julien Vayssiere,m,16,20,1.25
2069,Julio Gonzalo,m,18,99,5.5
2070,Julita Vassileva,w,24,101,4.21
2071,Jun Du,m,22,76,3.45
2072,Jun Gao,m,20,135,6.75
2073,Jun He,m,21,209,9.95
2074,Jun Huan,m,11,77,7
2075,Jun Liu,m,22,547,24.86
2076,Jun Ma,m,28,297,10.61
2077,Jun Rao,m,16,29,1.81
2078,Jun Sakuma,m,14,37,2.64
2079,Jun Wang,m,11,50,4.55
2080,Jun Wang,m,23,430,18.7
2081,Jun Xu,m,9,22,2.44
2082,Jun Yan,m,11,198,18
2083,Jun Yang,m,18,71,3.94
2084,Jun Zhang,m,13,27,2.08
2085,Jun Zhang,m,10,13,1.3
2086,Jun Zhang,m,22,519,23.59
2087,Jun Zhao,m,22,273,12.41
2088,Jun Zhu,m,17,208,12.24
2089,Jun-ichi Takeuchi,m,23,28,1.22
2090,Jun-Ki Min,m,12,51,4.25
2091,Jun'ichi Tatemura,u,25,70,2.8
2092,Jun'ichi Tsujii,u,41,236,5.76
2093,Junchang Xin,u,7,21,3
2094,Junfeng Wang,u,15,68,4.53
2095,Junfeng Zhou,u,9,21,2.33
2096,Jung Hyun Kim,m,7,8,1.14
2097,Jung-Hwan Oh,m,16,55,3.44
2098,Jung-Tae Lee,m,15,24,1.6
2099,Junghoo Cho,u,16,59,3.69
2100,Junhu Wang,u,16,49,3.06
2101,Junjie Wu,u,9,76,8.44
2102,Junjie Yao,u,25,25,1
2103,Junqiang Liu,u,12,14,1.17
2104,Junsong Yuan,u,10,98,9.8
2105,Junyi Xie,u,9,8,0.89
2106,Jure Leskovec,m,11,129,11.73
2107,Jurgen Kramer,m,18,19,1.06
2108,Jussara M. Almeida,w,18,134,7.44
2109,Jussi Karlgren,m,21,78,3.71
2110,Jussi Myllymaki,m,19,21,1.11
2111,Justin J. Levandoski,m,6,28,4.67
2112,Justin Martineau,m,8,10,1.25
2113,Justin Talbot,m,9,13,1.44
2114,Justin Zobel,m,27,199,7.37
2115,Jyh-Ren Shieh,u,6,8,1.33
2116,K. Bernhard Schiefer,u,23,13,0.57
2117,K. Hima Prasad,u,9,10,1.11
2118,K. Selcuk Candan,u,18,187,10.39
2119,K. V. M. Naidu,u,12,21,1.75
2120,Kai Li,m,28,232,8.29
2121,Kai Ming Ting,m,20,77,3.85
2122,Kai Puolamaki,m,9,28,3.11
2123,Kai Wang,m,34,243,7.15
2124,Kai Yu,m,13,193,14.85
2125,Kai Zeng,m,8,70,8.75
2126,Kai Zhao,m,19,53,2.79
2127,Kai Zheng,m,10,104,10.4
2128,Kai-Uwe Sattler,m,17,191,11.24
2129,Kai-Wei Chang,m,6,20,3.33
2130,Kai-Yang Chiang,m,3,5,1.67
2131,Kaidi Zhao,w,12,7,0.58
2132,Kailong Chen,u,2,8,4
2133,Kaizhu Huang,u,11,65,5.91
2134,Kaj Grnbk,m,23,71,3.09
2135,Kajal T. Claypool,w,16,44,2.75
2136,Kalervo Jarvelin,m,30,112,3.73
2137,Kam-Fai Wong,m,26,152,5.85
2138,Kam-yiu Lam,m,22,117,5.32
2139,Kamal Ali,m,20,13,0.65
2140,Kamal Nigam,m,16,14,0.88
2141,Kamalakar Karlapalem,u,23,128,5.57
2142,Kamesh Munagala,u,15,91,6.07
2143,Kang Liu,m,10,46,4.6
2144,Kangmiao Liu,u,8,13,1.63
2145,Kanishka Bhaduri,m,8,30,3.75
2146,Karam Gouda,m,13,7,0.54
2147,Kareem Darwish,m,13,35,2.69
2148,Kareem El Gebaly,m,8,4,0.5
2149,Karen Church,w,9,23,2.56
2150,Karen Sparck Jones,w,46,73,1.59
2151,Karin Kailing,w,11,23,2.09
2152,Karl Aberer,m,24,329,13.71
2153,Karl Dias,m,16,11,0.69
2154,Karl Gyllstrom,m,10,21,2.1
2155,Karl Schnaitter,m,8,14,1.75
2156,Karlton Sequeira,u,12,4,0.33
2157,Karsten M. Borgwardt,m,9,60,6.67
2158,Karthik Ramachandra,u,3,7,2.33
2159,Karthik Raman,u,5,14,2.8
2160,Karthik Visweswariah,u,16,70,4.38
2161,Kathleen Fisher,w,21,55,2.62
2162,Kathleen McKeown,w,35,135,3.86
2163,Katia P. Sycara,w,29,337,11.62
2164,Katja Hofmann,w,9,36,4
2165,Katja Hose,w,10,45,4.5
2166,Katrina Panovich,w,5,7,1.4
2167,Katsuhiko Ishiguro,m,9,22,2.44
2168,Katsuko T. Nakahira,w,8,9,1.13
2169,Katsumi Tanaka,m,37,351,9.49
2170,Kaushik Chakrabarti,m,17,37,2.18
2171,Kaushik Dutta,m,14,49,3.5
2172,Kaustav Das,u,10,3,0.3
2173,Kave Eshghi,u,32,23,0.72
2174,Kavitha Srinivas,u,10,30,3
2175,Kazuhiro Seki,m,13,36,2.77
2176,Kazumi Saito,m,21,112,5.33
2177,Kazunori Matsumoto,m,27,50,1.85
2178,Ke Chen,m,9,37,4.11
2179,Ke Deng,m,13,75,5.77
2180,Ke Wang,m,30,335,11.17
2181,Ke Xu,m,14,314,22.43
2182,Ke Yang,m,15,51,3.4
2183,Ke Yi,m,13,97,7.46
2184,Ke Zhou,m,10,84,8.4
2185,Keiichiro Hoashi,m,18,30,1.67
2186,Keiji Yanai,m,16,66,4.13
2187,Keishi Tajima,m,20,35,1.75
2188,Keith Henderson,m,5,11,2.2
2189,Keith Marsolo,m,10,18,1.8
2190,Keith van Rijsbergen,m,43,121,2.81
2191,Keke Cai,w,10,25,2.5
2192,Keke Chen,w,11,44,4
2193,Kelvin Sim,m,8,21,2.63
2194,Kemafor Anyanwu,u,12,33,2.75
2195,Ken C. K. Lee,m,16,53,3.31
2196,Ken Q. Pu,m,11,24,2.18
2197,Keng-Pei Lin,m,7,9,1.29
2198,Kenji Yamanishi,m,24,53,2.21
2199,Kenji Yoshihira,m,9,45,5
2200,Kenneth A. Ross,m,26,143,5.5
2201,Kenneth P. Smith,m,22,34,1.55
2202,Kenneth R. Wood,m,23,30,1.3
2203,Kenneth Salem,m,28,64,2.29
2204,Kenneth Wai-Ting Leung,m,6,21,3.5
2205,Kenneth Ward Church,m,35,65,1.86
2206,Kenny Q. Zhu,m,14,33,2.36
2207,Kenny Qili Zhu,m,14,33,2.36
2208,Kentaro Torisawa,m,18,63,3.5
2209,Kerstin Bischoff,w,8,19,2.38
2210,Kerstin Denecke,w,7,30,4.29
2211,Kesheng Wu,u,21,56,2.67
2212,Kevin Chen-Chuan Chang,m,18,88,4.89
2213,Kevin J. Lang,m,29,38,1.31
2214,Kevin Keliang Zhao,m,6,7,1.17
2215,Kevin McCarthy,m,11,43,3.91
2216,Kevin S. Beyer,m,17,32,1.88
2217,Kevin S. McCurley,m,29,31,1.07
2218,Kevin Wilkinson,m,32,54,1.69
2219,Kevin Y. Yip,m,11,34,3.09
2220,Kevyn Collins-Thompson,m,13,40,3.08
2221,Kewei Chen,u,17,37,2.18
2222,Khaled Yagoub,m,15,12,0.8
2223,Khalid Al-Kofahi,m,16,10,0.63
2224,Khalid Belhajjame,m,13,57,4.38
2225,Khalid El-Arini,m,9,9,1
2226,Khalil Amiri,m,17,11,0.65
2227,Khoi-Nguyen Tran,u,5,11,2.2
2228,Khuzaima Daudjee,m,10,20,2
2229,Kian-Lee Tan,m,24,335,13.96
2230,Kien A. Hua,m,28,194,6.93
2231,Kihong Kim,u,16,37,2.31
2232,Kilian Q. Weinberger,m,10,47,4.7
2233,Kim Marriott,m,28,176,6.29
2234,Kin Hou Lei,m,2,4,2
2235,King-Lup Liu,m,19,20,1.05
2236,Kira Radinsky,w,6,16,2.67
2237,Kiri Wagstaff,w,14,38,2.71
2238,Kirk Pruhs,m,25,161,6.44
2239,Kirsten Hildrum,w,15,31,2.07
2240,Kjetil Nrvag,m,17,130,7.65
2241,Klaus Berberich,m,10,41,4.1
2242,Klaus Elhardt,m,34,9,0.26
2243,Klaus R. Dittrich,m,35,158,4.51
2244,Klemens Bohm,m,21,161,7.67
2245,Ko Fujimura,m,16,28,1.75
2246,Koby Crammer,m,14,97,6.93
2247,Koji Hino,m,14,13,0.93
2248,Koji Tsuda,m,19,85,4.47
2249,Konrad Stocker,m,15,10,0.67
2250,Konstantinos Karanasos,m,5,15,3
2251,Kostas Stefanidis,m,8,27,3.38
2252,Kostas Tsichlas,m,12,49,4.08
2253,Kostas Tsioutsiouliklis,m,15,15,1
2254,Kostas Tzoumas,m,5,17,3.4
2255,Kotagiri Ramamohanarao,u,35,292,8.34
2256,Kothuri Venkata Ravi Kanth,u,17,18,1.06
2257,Koustuv Dasgupta,u,13,33,2.54
2258,Kris Ganjam,m,11,6,0.55
2259,Krishna Bharat,m,22,33,1.5
2260,Krishna Kummamuru,m,15,21,1.4
2261,Krishna P. Leela,m,10,7,0.7
2262,Krishna Prasad Chitrapura,m,13,9,0.69
2263,Krishna Yeswanth Kamath,m,4,19,4.75
2264,Krishnamoorthy Sivakumar,u,19,50,2.63
2265,Krishnan Ramanathan,m,7,7,1
2266,Krishnaram Kenthapadi,u,10,31,3.1
2267,Kristen LeFevre,w,10,31,3.1
2268,Kristi Morton,w,7,7,1
2269,Kristian J. Hammond,m,31,76,2.45
2270,Kristian Kersting,m,14,139,9.93
2271,Kristie Fisher,w,4,6,1.5
2272,Kristin Brooke Stecher,w,6,5,0.83
2273,Kristin P. Bennett,w,23,53,2.3
2274,Kristina Lerman,w,14,138,9.86
2275,Kristina Lisa Klinkner,w,9,6,0.67
2276,Krisztian Balog,u,9,70,7.78
2277,Krithi Ramamritham,u,33,292,8.85
2278,Krysta Marie Svore,w,9,25,2.78
2279,Kuang Chen,u,11,14,1.27
2280,Kuang Mao,u,3,4,1.33
2281,Kuansan Wang,u,22,41,1.86
2282,Kui Yu,u,8,15,1.88
2283,Kuiyu Chang,u,13,51,3.92
2284,Kun Bai,u,9,28,3.11
2285,Kun Deng,u,14,28,2
2286,Kun Liu,u,22,86,3.91
2287,Kun Zhang,u,11,122,11.09
2288,Kun-Lung Wu,u,28,130,4.64
2289,Kun-Ta Chuang,u,13,26,2
2290,Kunal Punera,m,12,32,2.67
2291,Kuniaki Uehara,m,30,113,3.77
2292,Kunpeng Zhang,u,8,20,2.5
2293,Kunqing Xie,u,10,53,5.3
2294,Kuo Zhang,m,9,25,2.78
2295,Kurt Stockinger,m,16,45,2.81
2296,Kushal S. Dave,m,5,9,1.8
2297,Kwai Wong,w,16,5,0.31
2298,Kwong-Sak Leung,m,26,176,6.77
2299,Kyriakos Mouratidis,m,10,46,4.6
2300,Kyu-Young Whang,m,33,129,3.91
2301,Kyumin Lee,u,9,27,3
2302,Kyuseok Shim,u,22,91,4.14
2303,L. Venkata Subramaniam,u,15,78,5.2
2304,Lada A. Adamic,w,16,67,4.19
2305,Laiwan Chan,u,23,78,3.39
2306,Laks V. S. Lakshmanan,u,30,200,6.67
2307,Lakshmish Ramaswamy,u,12,53,4.42
2308,Lan Nie,m,9,11,1.22
2309,Lanbo Zhang,u,5,8,1.6
2310,Lance Riedel,m,7,7,1
2311,Larry Birnbaum,m,35,60,1.71
2312,Lars Backstrom,m,10,30,3
2313,Lars Dannecker,m,5,16,3.2
2314,Lars Kulik,m,17,80,4.71
2315,Lars Schmidt-Thieme,m,13,102,7.85
2316,Latha S. Colby,u,25,22,0.88
2317,Latifur Khan,u,15,188,12.53
2318,Laura Bright,w,16,16,1
2319,Laura Chiticariu,w,10,24,2.4
2320,Laura M. Haas,w,32,82,2.56
2321,Laure Berti-Equille,w,17,52,3.06
2322,Laurence A. F. Park,m,13,40,3.08
2323,Laurent Mignet,m,15,20,1.33
2324,Laurianne Sitbon,u,10,36,3.6
2325,Lawrence D. Bergman,m,21,38,1.81
2326,Lawrence O. Hall,m,29,122,4.21
2327,Le Gruenwald,m,23,141,6.13
2328,Le Sun,m,14,38,2.71
2329,Le Zhao,m,12,18,1.5
2330,Leah S. Larkey,w,18,13,0.72
2331,Lee-Feng Chien,m,24,78,3.25
2332,Lefteris Sidirourgos,m,8,10,1.25
2333,Lei Chen,m,12,226,18.83
2334,Lei Chen,m,10,8,0.8
2335,Lei Duan,m,17,41,2.41
2336,Lei Gao,m,16,93,5.81
2337,Lei Guo,m,25,369,14.76
2338,Lei Ji,m,9,25,2.78
2339,Lei Li,m,24,306,12.75
2340,Lei Liu,m,16,255,15.94
2341,Lei Sheng,m,15,12,0.8
2342,Lei Shi,m,10,234,23.4
2343,Lei Tang,m,19,84,4.42
2344,Lei Wang,m,20,619,30.95
2345,Lei Yu,m,16,104,6.5
2346,Lei Yuan,m,12,41,3.42
2347,Lei Zhang,m,13,138,10.62
2348,Lei Zhang,m,13,28,2.15
2349,Lei Zhang,m,22,508,23.09
2350,Lei Zou,m,8,43,5.38
2351,Leif Azzopardi,m,11,100,9.09
2352,Leman Akoglu,u,6,33,5.5
2353,Leo Giakoumakis,m,10,11,1.1
2354,Leo Mark,m,31,48,1.55
2355,Leon Portman,m,10,5,0.5
2356,Leonard McMillan,m,22,76,3.45
2357,Leonardo C. da Rocha,m,11,28,2.55
2358,Leonardo Weiss Ferreira Chaves,m,8,12,1.5
2359,Leong Hou U,w,10,21,2.1
2360,Leonid Libkin,m,25,187,7.48
2361,Leonidas Fegaras,m,25,54,2.16
2362,Leonidas Galanis,m,13,10,0.77
2363,Les Carr,m,25,103,4.12
2364,Leslie Cranston,m,11,3,0.27
2365,Letizia Tanca,w,27,141,5.22
2366,Lexing Xie,u,13,57,4.38
2367,Li Chen,m,21,488,23.24
2368,Li Ding,m,11,94,8.55
2369,Li Guo,m,24,192,8
2370,Li Ma,m,12,118,9.83
2371,Li Wan,m,9,43,4.78
2372,Li Wei,m,17,60,3.53
2373,Li Xiong,m,12,77,6.42
2374,Li Yang,m,20,254,12.7
2375,Li Zhang,m,11,16,1.45
2376,Li Zhang,m,23,590,25.65
2377,Li Zheng,m,26,76,2.92
2378,Li-wei He,m,18,38,2.11
2379,Lian Yan,w,15,9,0.6
2380,Lian'en Huang,u,6,17,2.83
2381,Liang Du,m,6,23,3.83
2382,Liang Ge,m,9,32,3.56
2383,Liang Huai Yang,m,13,16,1.23
2384,Liang Jeff Chen,m,4,4,1
2385,Liang Jin,m,20,33,1.65
2386,Liang Kong,m,7,22,3.14
2387,Liang Sun,m,23,72,3.13
2388,Liang Tang,m,10,66,6.6
2389,Liang Xiong,m,7,16,2.29
2390,Liang Zhang,m,23,325,14.13
2391,Liang Zhao,m,16,255,15.94
2392,Liangda Li,u,5,4,0.8
2393,Liangjie Hong,u,5,19,3.8
2394,Liangliang Cao,m,9,65,7.22
2395,Lichun Yang,u,5,6,1.2
2396,Licia Capra,w,13,74,5.69
2397,Lidan Shou,u,13,66,5.08
2398,Lidan Wang,u,10,29,2.9
2399,Lide Wu,u,26,74,2.85
2400,Lidong Bing,u,7,15,2.14
2401,Lifeng Jia,u,9,12,1.33
2402,Lifeng Sun,u,15,106,7.07
2403,Lihong Li,u,11,73,6.64
2404,Lijun Chang,u,11,29,2.64
2405,Like Gao,u,12,17,1.42
2406,Lili Jiang,w,9,36,4
2407,Lillian Lee,w,21,71,3.38
2408,Limin Yao,u,7,16,2.29
2409,Limsoon Wong,u,25,193,7.72
2410,Lin Guo,m,25,34,1.36
2411,Lin Liu,m,16,136,8.5
2412,Lin Qiao,m,12,29,2.42
2413,Lina Yao,w,6,20,3.33
2414,Linan Jiang,u,14,4,0.29
2415,Linas Baltrunas,m,8,25,3.13
2416,Ling Chen,m,10,17,1.7
2417,Ling Chen,m,27,228,8.44
2418,Ling Feng,m,16,122,7.63
2419,Ling Liu,m,26,394,15.15
2420,Ling Ma,m,11,16,1.45
2421,Ling Wang,m,13,278,21.38
2422,Linh Thai Nguyen,w,8,13,1.63
2423,Linhong Zhu,u,6,13,2.17
2424,Linjun Yang,u,9,69,7.67
2425,Lionel M. Ni,m,34,346,10.18
2426,Lior Rokach,m,13,152,11.69
2427,Liping Jing,u,10,37,3.7
2428,Lipyeow Lim,u,13,37,2.85
2429,Liran Katzir,m,12,16,1.33
2430,Lisa Amini,w,15,20,1.33
2431,Lisa Friedland,w,11,11,1
2432,Lisa M. Gandy,w,5,3,0.6
2433,Lise Getoor,w,19,171,9
2434,Liu Wenyin,m,19,176,9.26
